zip_city_id;zip postal;city
1084;4800;Polleur
1085;4800;Verviers
1086;4801;Stembert
1087;4802;Heusy
1088;4820;Dison
1089;4821;Andrimont
1090;4830;Limbourg
1091;4831;Bilstain
1092;4834;Go�
1093;4837;Baelen
1094;4837;Membach
1095;4840;Welkenraedt
1096;4841;Henri-Chapelle
1097;4845;Jalhay
1098;4845;Sart-lez-Spa
1099;4850;Montzen
1100;4850;Moresnet
1101;4851;Gemmenich
1102;4851;Sippenaeken
1103;4852;Hombourg
1104;4860;Cornesse
1105;4860;Pepinster
1106;4860;Wegnez
1107;4861;Soiron
1108;4870;For�t
1109;4870;Fraipont
1110;4870;Nessonvaux
1111;4877;Olne
1112;4880;Aubel
1113;4890;Clermont
1114;4890;Thimister
1115;4900;Spa
1116;4910;La Reid
1117;4910;Polleur
1118;4910;Theux
1119;4920;Aywaille
1120;4920;Ernonheid
1121;4920;Harz�
1122;4920;Louveign�
1123;4920;Sougn�-Remouchamps
1124;4950;Faymonville
1125;4950;Robertville
1126;4950;Sourbrodt
1127;4950;Waimes
1128;4960;Bellevaux-Ligneuville
1129;4960;Beverc�
1130;4960;Malmedy
1131;4970;Francorchamps
1132;4970;Stavelot
1133;4980;Fosse
1134;4980;Trois-Ponts
1135;4980;Wanne
